source_language,target_language,source_text,target_text
twi,chinese,"Sɛ wonya nya su bɔne a, ɛyɛ den sɛ wobeyi afi hɔ.",坏习惯一旦形成，就很难改掉。
twi,chinese,Hena na ɔwɔ tuo no?,谁有枪？
twi,chinese,Ofii kar no ase.,他从车底下钻了出来。
twi,chinese,Mɛsan de adi dwuma ntɛm ara.,我迟早会习惯的。
twi,chinese,Yɛn fie ne wo de.,我们的房子是你的。
twi,chinese,Ná polisini bi rehwɛ obi a n'adwene atu afra.,一名警察注视着一名可疑的行人。
twi,chinese,Ntɛm ara na mehyɛɛ me ho den sɛnea ɛbɛyɛ a mehu no.,我加快脚步想要追上她。
twi,chinese,Mepɛ sɛ meka mo kuw no ho.,我想成为你们小组的一员。
twi,chinese,Mahwere me safe.,我丢了钥匙。
twi,chinese,Minim ne din.,我知道他叫什么名字。
twi,chinese,Asamoah nyɛ me papa.,阿萨莫阿不是我父亲。
twi,chinese,Wɔnantew.,他们走了。
twi,chinese,Saa kɔfe yi bo fuw yiye.,这咖啡太苦了。
twi,chinese,Wɔaware mfe abien ni.,他们结婚已有两年了。
twi,chinese,Akyinnye biara nni ho sɛ wowɔ nkrataa pii a wɔakyerɛw ama me!,您肯定有很多 MP3 文件！
twi,chinese,Eyi da wo ne me ntam.,这是你我之间的事情。
twi,chinese,"Nokwarem no, wunim nneɛma pii, nanso wonkyerɛkyerɛ wɔn yiye.",确实，你知道很多东西，但你不擅长教它们。
twi,chinese,Ná onim asiane a ɛwom no.,他意识到了危险。
twi,chinese,Ɛte sɛ nea sukɔm de wo kraman no.,看起来你的狗渴了。
twi,chinese,Ɛyɛ bere a ɛfata sɛ yɛfew yɛn ano.,这是接吻的完美时刻。
twi,chinese,"Mesrɛ wo, metumi aka kar?",请问我可以开车吗？
twi,chinese,Yɛsrɛ wo gyae ntɔkwaw no.,请停止战斗。
twi,chinese,Sɛnea Asamoah nim Esi papa no.,阿萨莫阿认识埃西的父亲。
twi,chinese,Minhu ɔkwan biara a mɛfa so adi eyi ho dwuma.,我看不出有什么办法可以解决这个问题。
twi,chinese,"Ɔteɛɛm hwehwɛɛ mmoa, nanso obiara amma.",她大声呼救，但没有人来。
twi,chinese,Misusuw sɛ midii mfomso.,我想我错了。
twi,chinese,Asamoah ne Esi ayɛ nnamfo mfe abiɛsa.,阿萨莫阿和埃西已经是三年好友了。
twi,chinese,Sɛnea Asamoah pɛ ne sika nnɛ no.,阿萨莫阿今天想要他的钱。
twi,chinese,Ɔbarima yi awu.,这个人已经死了。
twi,chinese,Ehia sɛ wonya ɔdan wɔ kurow no mu.,他们需要在城里找到一套公寓。
twi,chinese,N'ani gye jazz ne me nso me ho.,他喜欢爵士乐，我也喜欢。
twi,chinese,"Sɛ W'ani so da hɔ a, saa na ɛte?",阿萨莫阿戴眼镜吗？
twi,chinese,Aba bɛn na w'ani gye ho paa?,你最喜欢什么水果？
twi,chinese,Ɛnsɛ sɛ woyɛ basabasa da.,你绝不能诉诸暴力。
twi,chinese,Mɛdi w'akyi.,我来当你的保镖吧
twi,chinese,M'ani gye fefɛw bere a eye sen biara no ho.,我最喜欢春天了。
twi,chinese,Asamoah pe w'asɛm paa.,阿萨莫阿喜欢你。
twi,chinese,Ɔbarima a ɔhwɛ hɔ no hyɛɛ me nkuran ma mefaa me ho dii.,巡警示意我靠边停车。
twi,chinese,Ɛyɛ anigye pii sɛ wo ne wo bɛbɔ.,和你在一起很有趣。
twi,chinese,"Bere a Ɔhemmaa no yii n'atade no fii hɔ no, ofii hɔ kɔe.",阿萨莫阿脱掉了衬衫。
twi,chinese,Esi nnyaa nhwiren no.,Esi还没有收到花。
twi,chinese,Miyii nneɛma abien bi.,我在两个选项之间做出了选择。
twi,chinese,Saa nhoma ketewa yi yɛ me dea.,这本薄薄的书是我的。
twi,chinese,Ná ɔretu kwan akɔ wiase baabiara.,她正在世界各地旅行。
twi,chinese,"Esiane sɛ na Holah nni bere nti, na onni bere a ɔde bɛkyerɛkyerɛ biribiara mu akyerɛ Esi.",阿萨莫阿没有时间向埃西解释一切。
twi,chinese,Saa nhama yi ano yɛ den.,这根弦很强。
twi,chinese,Ɛte sɛ nea biribi atoto wɔ me dɔn ho.,我的时钟似乎有问题。
twi,chinese,Meyɛɛ aprɛ dua bi wɔ m'asen mu.,我在院子里种了一棵苹果树。
twi,chinese,Mihuu safe no wɔ kɛtɛ no ase.,我在垫子下面找到了钥匙。
twi,chinese,Ɔkwan bɛn so na ɛsɛ sɛ midi kan yɛ nhyehyɛe bi ansa na matumi anya sika de atɔ?,我必须提前多久预订才有资格享受折扣？
twi,chinese,Wofii kar no mu.,他们下了车。
twi,chinese,"Bere bi, na ɛtwene bi wɔ ha.",曾经，这里有一座桥。
twi,chinese,"Ne ho yɛ fɛ de, nanso ɔkasa pii.",她很有吸引力，但她话太多了。
twi,chinese,Eyi ne me nanabarima.,这是我的祖父。
twi,chinese,"Bere a Asamoah rehwɛ me no, na n'ani agye.",阿萨莫阿用滑稽的眼神看着我。
twi,chinese,Ne yam ye paa.,他很友善。
twi,chinese,Wɔka sɛ Germanfo yɛ adwumaden.,据说德国人很勤奋。
twi,chinese,Me fie da kurotia.,我的家在城郊。
twi,chinese,Wasiesie ne ho bere nyinaa.,他总是做好准备。
twi,chinese,Me telefon foforo no ye sen me telefon dedaw no.,我的新手机比旧手机更薄。
twi,chinese,Wiase no mu hena na wususuw sɛ woyɛ bi?,你以为你到底是谁？
twi,chinese,Me botae ne sɛ mɛyɛ ɔkyerɛkyerɛfo.,我的梦想是成为一名老师。
twi,chinese,Mepɛ sɛ meyɛ obi a ɔhwehwɛ nneɛma mu.,我想成为一名演员。
twi,chinese,Ɔwɔ sakre.,她有一辆自行车。
twi,chinese,Mepɛ sɛ wo ne me san ba.,我要你跟我一起回来。
twi,chinese,Ɛsɛ sɛ mekɔ nnɛyi nhyiam.,我应该去参加昨天的会议。
twi,chinese,Ɛte sɛ nea dae bi maa n'ani so tetew no kɛkɛ.,他似乎刚刚从梦中醒来。
twi,chinese,Ná ɔkra biara nni hɔ.,看不见一个灵魂。
twi,chinese,"Sɛ merekenkan ade a, m'ani gye paa.",我读书的时候是最快乐的。
twi,chinese,"Minnim ne din de, nanso minim no.",我不知道她的名字，但我一眼就认出了她。
twi,chinese,Asamoah kyerɛkyerɛɛ nea enti a osii saa gyinae no mu.,阿萨莫阿解释了他做出这一决定的原因。
twi,chinese,"Esiane sɛ na Asamoah nte Boston nti, na ɔmpɛ sɛ ɔtra hɔ.",阿萨莫阿不喜欢住在波士顿。
twi,chinese,Anadwo biara meguare.,我每天晚上都会洗澡。
twi,chinese,Me yam a anka me nsa anka wo.,别等我。 “我本来不想等你的。”
twi,chinese,Ná ne ti nhwi yɛ kusuu wɔ asɔrefie hɔ.,他太阳穴处的头发稀疏。
twi,chinese,Ɔwɔ tumi a ɔde yɛ nhyehyɛe pa.,他有能力制定一个好的计划。
twi,chinese,M'ani agye sɛ Asamoah wɔ fie.,我很高兴阿萨莫阿回家了。
twi,chinese,Mewɔ Italyni bea bi.,我有一个意大利邻居。
twi,chinese,"Na ehu hia se Asamoah de wɔn nsa ka ban no ho aduru nti, na ɛsɛ sɛ wotwa no dapɛn biako akyi bere a wasiesie awie no.",阿萨莫阿不需要粉刷栅栏。他画完之后一周，他们就把它拆掉了。
twi,chinese,Mibisaa no baabi a metumi de me kar no asi.,我问他哪里可以停车。
twi,chinese,"Te sɛ wo ara no, wo tirim nyɛ den.",阿萨莫阿没有你聪明。
twi,chinese,Asamoah bo afuw efisɛ Esi bɔɔ n'asen a wammisa hwee.,阿萨莫阿很生气，因为埃西未经询问就借了他的笔记本电脑。
twi,chinese,Di kan tua wo dan ka.,提前支付租金。
twi,chinese,Mamma apataa no kwan.,我没有点鱼。
twi,chinese,Ɔyɛɛ ntɛm maa me.,她让我快点。
twi,chinese,Fa saa aduru yi mprɛnsa da biara.,此药每日服用 3 次。
twi,chinese,Fa mena.,通过邮件发送。
twi,chinese,"Sɛ́ Asamoah no, onhuu nea na ɔrehwehwɛ no.",阿萨莫阿仍然没有找到他想要的东西。
twi,chinese,"Sɛ́ Asamoah no, ɔmaa Esi hohoroo kar no ho.",阿萨莫阿让埃西洗车。
twi,chinese,Misusuw sɛ ɛsɛ sɛ meka ɛno ho asɛm kyerɛ wo.,我想我应该告诉你这件事。
twi,chinese,"Sɛ ehu ka wo anadwo a, dan kɔ wo hann so kɛkɛ.",如果您在夜间感到害怕，只需打开灯即可。
twi,chinese,Sɛ wugye di sɛ ɛho hia?,你确定有必要吗？
twi,chinese,Obi wɔ pon no ano.,门口有人。
twi,chinese,ɔhyew bɛn na ɛsɛ sɛ mede wie eyi?,我应该用什么火来煮这个？
twi,chinese,Ɛyɛ ampa sɛ mosakraa mo din?,你真的改了名字吗？
twi,chinese,"Sɛ́ Huhuza no, ɔmpɛ sɛ ɔne nnipa a wunnim wɔn bɛkasa.",阿萨莫阿不喜欢和陌生人说话。
twi,chinese,Me yam a anka wɔwoo me wɔ Canada.,我希望我生来就是加拿大人。
twi,chinese,Wontumi nsiw ano.,他们无法阻止。
twi,chinese,Ɔyɛ abofra.,他很年轻。
twi,chinese,Yennim ne ho biribiara.,我们对他一无所知。
twi,chinese,Yɛde wim tebea a ɛyɛ fɛ no dii dwuma de bɔɔ bɔɔl.,我们利用好天气去打网球。
twi,chinese,Ɛnsɛ sɛ woyɛ saa seesei.,你现在一定不能这样做。
twi,chinese,"Fa nna kakraa bi twa ho hyia, na wubenya saa beae yi ho anigye.",只需停留几天，您就会爱上这个地方。
twi,chinese,"ɔkɔm entumi endi Asamoah, n'aduan ara ne no.",阿萨莫阿不能饿。他刚吃过晚饭。
twi,chinese,Japanfo taa da wɔn ho adi sɛ wɔyɛ kuw a wɔwom no mufo.,日本人倾向于将自己认同于他们所属的群体。
twi,chinese,Ɛyɛ den.,情况很复杂。
twi,chinese,Ɔnsua ade pii.,他学习不够努力。
twi,chinese,"Bere biara a osu bɛtɔ no, ɔdan no mu twe.",每次下雨，屋顶都会漏水。
twi,chinese,Me nuabarima kumaa rehwɛ TV.,我的弟弟正在看电视。
twi,chinese,Yɛsrɛ wo hwɛ.,我要买单。
twi,chinese,Ɛma mete afobu nka saa.,你让我感到很内疚。
twi,chinese,M'ani nnye ho sɛ me ne no bɛkɔ dan mu.,我不介意和他共用一个房间。
twi,chinese,Wo na m'ani gye wo ho.,你是我的最爱。
twi,chinese,Ɔmaa wotwaa ne ti nhwi.,他把头发剪短了。
twi,chinese,Me nneɛma a na mede horo nneɛma no fii ase.,我的洗衣机坏了。
twi,chinese,Oduruyɛfo no ka kyerɛɛ me sɛ minnidi anɔpa biara.,医生告诉我每天应该吃早餐。
twi,chinese,Wo na wowɔ hɔ yi.,阿萨莫阿正在等你。
twi,chinese,Wubetumi ade wo ho nnɛ.,今天你可以请假了。
twi,chinese,Ɛnsɛ sɛ yɛkɔ hɔ.,我们不应该在这里。
twi,chinese,Wɔampɛ sɛ wobegyae wɔn a wɔkyere wɔn sie no.,他们拒绝释放人质。
twi,chinese,Mewɔ adamfo bi a otu ne ho ma.,我有一个朋友，他是一名志愿者。
twi,chinese,Sɛ aduan pa a wubedi no bo yɛ den kɛse?,健康饮食更贵吗？
twi,chinese,Ntease nni asɛm yi mu.,这条消息没有意义。
twi,chinese,Ɛte sɛ nea awɔw kakra wɔ me mu.,看来我有点感冒了。
twi,chinese,Ɛnyɛ wo na woadi nkogu.,你不是一个失败者。
twi,chinese,Ná n'ani gye ho sɛ ɔbɛka n'ankasa ho asɛm.,她很喜欢谈论自己。
twi,chinese,Sɛ wunim nsonsonoe a ɛwɔ afiri a wɔde hwɛ nneɛma nketenkete ne afiri a wɔde hwɛ nneɛma nketenkete mu?,你知道显微镜和望远镜的区别吗？
twi,chinese,"Bere a Asamoah wiee n'adwuma no, n'ani so tan no.",阿萨莫阿完成了拼图。
twi,chinese,"Bere a n'adwuma fii ne nsa no, na onni sika a ɔde bɛhwɛ ne akraman, enti ɔde maa wɔn.",失业后，她无力喂养自己的狗，所以她把它们送人了。
twi,chinese,Ná ɛyɛ gyinae a masi.,这是我的决定。
twi,chinese,"Sɛ obi a ɔka wimhyɛn a, ɔtumi ka wimhyɛn.",阿萨莫阿是一名飞行员。
twi,chinese,Ne fie wɔ ha.,他的房子就在这附近的某个地方。
twi,chinese,Mma me dan mu bere a wo ne no mmɔ nkɔmmɔ.,不敲门就不要进我的房间。
twi,chinese,Me ne me nuabea wɔ dan yi mu.,我和我姐姐共用这个房间。
twi,chinese,Ɛbɛyɛ sɛ na abɔ ɔdasum.,时间应该已经过了午夜了。
twi,chinese,Mitumi hu mpataa kakra bi a woguare wɔ nsu no mu.,我看到一些小鱼在水里游来游去。
twi,chinese,Me nuabarima no sɛee me kɔmputa foforo no.,我哥哥损坏了我的新电脑。
twi,chinese,Sɛ menam ɔkwantrenee no so?,我走在正确的道路上吗？
twi,chinese,Wokɔɔ hɔ Dwoda pa ara.,你最好周一离开那里。
twi,chinese,Ɔno nkutoo na ɔte wuram.,他独自一人住在树林里。
twi,chinese,Ɛte sɛ nea biribiara rekɔ so pɛpɛɛpɛ.,一切似乎都井然有序。
twi,chinese,Ɔde n'ani tiee nnwom no nyinaa.,他闭着眼睛听音乐。
twi,chinese,Sɛ wo kɛse te sɛ me?,你们有我尺码的牛仔裤吗？
twi,chinese,Na Asamoah ɔmpɛ sɛ ɔyɛ ho hwee a ɛrenyɛ yiye.,阿萨莫阿不想成为告密者。
twi,chinese,Ɛsɛ sɛ yɛyɛ saa a asikre nka ho.,我们必须不吃糖。
twi,chinese,Minnim ɛho nsɛm nyinaa.,我不知道细节。
twi,chinese,Ná misusuw sɛ yɛpɛ sɛ yɛfa nnamfo.,我以为我们会尝试成为朋友。
twi,chinese,N'ani gye ho sɛ afoforo behu no mmɔbɔ.,他喜欢哈密瓜。
twi,chinese,Misusuw sɛ wo nkutoo na wudwen afoforo ho.,我想你是唯一关心的人
twi,chinese,"Ɔsram yi, dɛn na me sikakorabea no kari pɛ?",我这个月的银行存款余额是多少？
twi,chinese,Sɛ woreka sɛ me nkwa da asiane mu?,你是说我有生命危险吗？
twi,chinese,"Bere a ɔnom nsa abiɛsa wiei no, ɔbarima no fii adi.",喝了三杯，男子就昏了过去。
twi,chinese,"Bere a agumadi no baa awiei no, atiefo no ho dwiriw wɔn.",音乐会结束时，观众鼓掌。
twi,chinese,"Sɛ woanhwɛ yiye a, ɛbɛhaw wo.",如果你不小心的话，你就会受伤。
twi,chinese,Nea ɛma odi nkogu titiriw ne anihaw.,他失败的主要原因是懒惰。
twi,chinese,Wayɛ krado.,准备好了。
twi,chinese,Nanso wonya nufusu fi mu.,黄油是由牛奶制成的。
twi,chinese,Yɛyɛ adwuma fi akron kosi anum.,我们从九点工作到五点。
twi,chinese,"Sɛnea Esi pɛ sɛ ɔyɛ n'ade no, saa ara nso na ɔte nka.",阿萨莫阿正是埃西想要的人。
twi,chinese,Kfu yɛ abeawa a n'agya pɛ akraman.,Kumi 是一个女孩，她的父亲喜欢狗。
twi,chinese,Ɛsɛ sɛ mesesa hama a mede bɔ kar no ho no.,我必须更换吉他上的琴弦。
twi,chinese,Ɔkwan bɛn so na wo babea te?,你女儿好吗？
twi,chinese,Mɛtena hɔ.,我会留在那里。
twi,chinese,"Bere a Asamoah yɛɛ mfonini pii wɔ n'akwantu no mu no, wanyɛ ho mfonini pii.",阿萨莫阿在旅途中没有拍太多照片。
twi,chinese,"Esiane sɛ na anka ɛnsɛ sɛ Asamoah bo fuw Esi nti, na anka ɛnsɛ sɛ ɔma ne bo fuw.",阿萨莫阿不应该让埃西生气。
twi,chinese,M'awofo awuwu.,我的父母都死了。
twi,chinese,Mmofra ntumi guare wɔ asubɔnten yi mu.,孩子们不能在这条河里游泳。
twi,chinese,"Bere biara a mɛkan me se no, na me se tutu me.",每当我用牙线清洁牙齿时，我的牙龈都会出血。
twi,chinese,Biribi foforo sii maa m'abam bui.,我又失去了一次机会。
twi,chinese,Wɔte asomdwoe mu.,他们过着平静的生活。
twi,chinese,Mpɛn ahe na wuhu no?,你多久见到他一次？
twi,chinese,Ná mepɛ sɛ meyɛ anifere.,我希望我很聪明。
twi,chinese,Canada nsasesin bi wɔ hɔ a ɛkame ayɛ sɛ nnipa nni hɔ.,加拿大的一些领土几乎无人居住。
twi,chinese,Mantumi anka hwee.,我什么也没说。
twi,chinese,"Asmaoh nnim Franse kasa yiye nti, otumi kaa Franse kasa no yiye.",阿萨莫阿不知道埃西法语说得这么流利。
twi,chinese,Ná mintumi mfi me nuabea nkyɛn nka nkyerɛ no.,我分不清她和姐姐。
twi,chinese,"Ná ne ho ye, na na ɔnom nsa.",他身体很好，也喝醉了。
twi,chinese,Mepɛ sɛ wosan susuw gyinae a woasi no ho.,我希望你重新考虑你的决定。
twi,chinese,Wususuw ho dɛn ankasa?,你到底怎么想？
twi,chinese,"Sɛnea mihu no, ɛno ne ɔkwan a eye sen biara.",在我看来，这是最好的方法。
twi,chinese,Asamaoh ye nipa kese,阿萨莫阿太棒了
twi,chinese,"Ná misusuw sɛ sɛ Asamoah hwɛ Esi a, n'ani begye papa.",我以为阿萨莫阿会很高兴见到埃西。
twi,chinese,Nsa a wɔnom no ɔha biara mu 5 na ɛwɔ saa aduru yi mu.,这种啤酒含有 5% 的酒精。
twi,chinese,Awarefo a edi hɔ no reko bio.,隔壁那对夫妻又吵架了。
twi,chinese,Ná wɔaware dedaw.,他们已经结婚了。
twi,chinese,Sɛ Asamoah yɛɛ saa?,阿萨莫阿做到了吗？
twi,chinese,Bɔ mmɔden kyere nsɛm gu wo tirim sɛnea wubetumi biara.,尝试尽可能多地记住。
twi,chinese,"Sɛ obi a ɔwɔ din pa no, ne ho yɛ fɛ.",阿萨莫阿是一位出色的舞者。
twi,chinese,M'ani gye Korea kasa mu aduan ho.,我喜欢韩国菜。
twi,chinese,Mewɔ anuanom baawɔtwe.,我有八个兄弟姐妹。
twi,chinese,Ebia ɛsɛ sɛ wutie.,也许你应该听听。
twi,chinese,"Misusuw sɛ, sɛ́ Asamoah no, yɛn baanu nyinaa rehwɛ kwan.",我想阿萨莫阿正在等我们俩。
twi,chinese,Minsusuw sɛ asiane wom.,我认为这并不危险。
twi,chinese,Sɛ obi wɔ fie hɔ?,房子里有人吗？
twi,chinese,Mekɔɔ Asamoah din mu wɔ wɔn a wɔrebɛbɔ wɔn din no din mu.,我把阿萨莫阿的名字列入了候选人名单。
twi,chinese,Yenni nkesua a aka no bi nso.,我们也没有剩下鸡蛋了。
twi,chinese,Ɛyɛ den sɛ obi ani begye n'ahoɔfɛ ho.,不可能不被她的美貌所吸引。
twi,chinese,Yedii dapɛn a ɛto so abien wɔ ɔhyew a ano yɛ den mu.,我们正处于无情热浪的第二周。
twi,chinese,Meda so ara pɛ sɛ meyɛ eyi wɔ ɔkwan dedaw no so.,我还是更喜欢用老方法来做这件事。
twi,chinese,Ɛyɛ me ankasa asɛm.,这取决于我。
twi,chinese,Me ne no yɛ Brazilni.,她和我都是巴西人。
twi,chinese,Yɛn mu binom bɛba wo apontow no ase.,我们中的一些人将参加您的聚会。
twi,chinese,Mewɔ m'akwantu tumi krataa.,我有护照。
twi,chinese,Wasesa ne din.,他已经改名了。
twi,chinese,Botae dedaw bi wɔ adaka no mu.,盒子里装着一些旧珠宝。
twi,chinese,Wantumi annya keteke 8:30.,他没能赶上8点30分的火车。
twi,chinese,"Obiara a ɔwɔ pon no ano no, mesrɛ wo, ka kyerɛ no sɛ ntwɛn.",谁在门口，请让他稍等一下。
twi,chinese,Ná misusuw sɛ ɛsɛ sɛ wokenkan saa nkrataa yi.,我认为你应该阅读这些文件。
twi,chinese,Mefaa no sɛ wobɛka yɛn ho.,我理所当然地认为你会和我们一起去。
twi,chinese,Wunim bere a ɔbɛba?,你知道她什么时候来吗？
twi,chinese,Ɔhyɛ kyɛw.,他戴着帽子。
twi,chinese,Ɔdan biako pɛ na ɛwɔ supɔw no nyinaa so.,整个岛上只有一家商店。
twi,chinese,"Bere a Asamoah guare wiei no, ɔnoaa aduan dii.",洗完澡后，阿萨莫阿吃了晚饭。
twi,chinese,Eyi mu dɔ yiye.,这口井很深。
twi,chinese,Obiara ntumi mmoa yɛn.,没有人能帮助我们。
twi,chinese,Wuntumi nnom nsa nsu esiane sɛ nkyene no dɔɔso dodo nti.,你不能喝海水，因为海水太咸了。
twi,chinese,"Sɛ woyɛ ɔbabun a, nsɛe no, anyɛ saa a wonu wo ho akyiri yi.",不要浪费青春，否则以后你会后悔的。
twi,chinese,Ɔyɛ obi a n'ani gye adesua ho yiye.,他长得非常好看。
twi,chinese,Otiee nnwom nnɔnhwerew pii.,她听音乐几个小时。
twi,chinese,Ofii asaw ase bere a na wadi mfe awotwe.,她八岁时开始跳舞。
twi,chinese,Ɔyɛ n'adwuma.,他履行他的职责。
twi,chinese,Wɔbɔɔ agyiraehyɛde no mprɛnsa.,他们三次击中目标。
twi,chinese,"Me werɛ fii sɛ bere a Asamoah reka Franse kasa no, na ɔka Franse kasa.",我忘了阿萨莫阿会说法语。
twi,chinese,Mmoa bi wɔ hɔ a wɔn ho yɛ hu.,狐狸是野生动物。
twi,chinese,Nguanhwɛfo yɛ ne dea.,狗是她的。
twi,chinese,"Esiane sɛ na Asamoah ani nnye koraa nti, n'ani gyei paa.",阿萨莫阿看上去一点也不高兴。
twi,chinese,Ne kyerɛwtohɔ no yɛ wiase kyerɛwtohɔ foforo bi a wɔayɛ ho kyerɛwtohɔ wɔ aman 100 mu.,他的纪录刷新了100米短跑的世界纪录。
twi,chinese,"Sɛ ɔsan ba pɛ a, ma ɔnsan nkɔ.",等他回来我们就走吧。
twi,chinese,Ɔka kyerɛɛ no sɛ n'ani agye.,她告诉他她很幸福。
twi,chinese,Asɔre bi atwa kwan ho ahyia.,街对面有一座教堂。
twi,chinese,Oyi ne me ba.,这是我的儿子。
twi,chinese,Onim New York yiye.,他对纽约了如指掌。
twi,chinese,Wubetumi ayɛ nea wopɛ.,你可以做你想做的事。
twi,chinese,Sɛnea Asamoah te nea egye ansa na obi atumi atra nkwa mu no ase.,阿萨莫阿明白如何才能生存。
twi,chinese,Wanka asɛm biako mpo.,他什么也没说。
twi,chinese,Mekɔɔ gua so.,我去了市场。
twi,chinese,"Sɛ nnubɔne haw wo a, na worehwehwɛ ɔhaw.",如果你乱搞毒品，你就是自找麻烦。
twi,chinese,Wowɔ Japanni bi a ne ho akokwaw?,有日本啤酒吗？
twi,chinese,Yeduu Boston dwoodwoo.,我们安全抵达波士顿。
twi,chinese,Kuw no reba afuw no mu.,各支队伍陆续来到赛场。
twi,chinese,"Ɔkwan bi so no, n'ani gyee nea efii mu bae no ho.",从某种程度上来说，他对这个结果感到满意。
twi,chinese,Ná dede no ano abrɛ ase.,喧闹声不断。
twi,chinese,"Bere a Asamoah bɔɔ pon no mu no, ne bo fuwii.",阿萨莫阿把门踢开。
twi,chinese,Nah yɛ me hokafo a me ne no yɛ adwuma.,阿萨莫阿是我的商业伙伴。
twi,chinese,"Bere a Asamoah retete ne kraman no, na ɔrekyerɛ no ade.",阿萨莫阿正在训练他的狗。
twi,chinese,Asamoah kasae bɔkɔɔ no.,阿萨莫阿平静地说道。
twi,chinese,Misusuwii sɛ nsɛmmisa no yɛ mmerɛw.,我以为问题很简单。
twi,chinese,Misusuw sɛ woyɛɛ adwuma pa.,我认为你做得很好。
twi,chinese,Eyi ma me ho dwiriw me.,这件事让我害怕。
twi,chinese,Enhia sɛ wudi.,你不必吃饭。
twi,chinese,"Bere a ɔtee asɛm no, osui.",当她听到这个消息时，她泪流满面。
twi,chinese,"Ɛnyɛ sukuu nko na ɔkyerɛɛ ade, na mmom ɔkyerɛw ayɛsɛm nhoma nso.",他不仅教书，还写小说。
twi,chinese,Mansua ade ɔsram yi mu nyinaa.,昨天我根本没学习。
twi,chinese,"Sɛ woyi nkraman no nyinaa fi mu a, wɔn dodow so tew koraa.",Cookie 是所有狗中最可爱的。
twi,chinese,Sɛ wɔakyere me?,我被捕了吗？
twi,chinese,M'ani gyei saa bere no.,那时我很高兴。
twi,chinese,Fa wo sika nyinaa brɛ wo ho.,带上你所有的钱。
twi,chinese,Bere bɛn na etwa to koraa a wodae?,你最后一次整理床铺是什么时候？
twi,chinese,Dɛn nti na wonte ase?,你为什么不明白？
twi,chinese,Ka nsɛm penpen.,轻声说话。
twi,chinese,Yenni aban no mu ahotoso.,我们不信任政府。
twi,chinese,Mepɛ sɛ mete sɛ wo reto dwom bio.,我只是想再听你唱歌一次。
twi,chinese,Sika a wɔde tuaa ho ka no si dɔla 500.,账单金额为 500 美元。
twi,chinese,"Wɔ ɔko no mu no, mmofra pii wuwui.",在战争中，许多人英年早逝。
twi,chinese,Ma menka eyi nkyerɛ wo ansa na me werɛ afi.,在我忘记之前，让我把这个交给你。
twi,chinese,Ɔnyɛ adwuma pii saa bere no.,他现在工作不多。
twi,chinese,Wotwaa kwan kɔɔ ahenkurow no mu.,他们去了一趟首都。
twi,chinese,Ɛyɛ yɛn nwonwa sɛ yebesusuw sɛ akraman dodow no ara ka yɛn.,我们倾向于认为大多数狗都会咬人。
twi,chinese,"Ɛwom sɛ na m'adamfo no nni nam de, nanso manka ankyerɛ no sɛ na nkwan no bi wɔ mu.",尽管我的朋友是素食主义者，但我没有告诉他汤里有肉。
twi,chinese,Wɔwɔ kuw bi a wɔto nnwom mu.,他们在一个歌唱团里。
twi,chinese,Asamoah kaa se ontumi nna.,阿萨莫阿说他睡不着。
twi,chinese,Ɛyɛ anigye da sɛ wobɛkɔ mmoa yɛmmea hɔ.,今天是去公园的好日子。
twi,chinese,Ná misusuw sɛ wɔde Asamoah asi ɛno ananmu dedaw.,我认为阿萨莫阿已经为此得到了补偿。
twi,chinese,Asamoah bu ntumi fɔ Esi se ne bu afuw.,阿萨莫阿不能责怪埃西生气。
twi,chinese,"Mfe kakra a atwam ni no, Japanfo mmerante ne mmabaa de sakre si akan wɔ Bepɔw so akansi ase.",过去几年，山地自行车比赛在日本年轻人中流行起来。
twi,chinese,Dɛn nti na wonyɛ tebea no ho biribi?,你为什么不对这种情况做点什么呢？
twi,chinese,Sɛ wuhia kar?,您需要汽车吗？
twi,chinese,Oduruyɛfo no de aduru bi too ɔyarefo no koko so.,医生将听诊器放在病人的胸部。
twi,chinese,Dɛn ne ntama yi tenten?,这块布的长度是多少？
twi,chinese,Asamoah wɔ biribi wɔ ne nifa so.,阿萨莫阿右手拿着东西。
twi,chinese,Asamoah ankɔ sukuu ɛnnora na ɛfi sɛ ɔmpɛ sɛ wobɛkɔ sukuu.,阿萨莫阿昨天没有去学校，因为他不想去。
twi,chinese,"Ɛrenkyɛ, wo ho bɛtɔ wo.",你很快就会好起来的。
twi,chinese,Ná wɔn mu biara rehwehwɛ Asamoah.,每个人都在寻找阿萨莫阿。
twi,chinese,Ɛyɛ bere a ɛsɛ sɛ yɛkɔ.,是时候该走了。
twi,chinese,Asamoah yee cartwheel.,阿萨莫阿做了侧手翻。
twi,chinese,Na ɛnsɛ sɛ Asamoah twɛn.,阿萨莫阿不必排队等候。
twi,chinese,"Bere tiaa bi a atwam ni no, na Asamoah wɔ ha.",阿萨莫阿刚才还在这里。
twi,chinese,Ná ɛnsɛ sɛ wohu ɔkra biara.,连一个人影也看不见。
twi,chinese,Yɛantumi anyɛ.,我们没有这么做。
twi,chinese,Kabul yɛ ɔman no ahenkurow a ɛwɔ saa ɔman no mu.,喀布尔是阿富汗的首都。
twi,chinese,Wonni hɔ bio.,他们走了。
twi,chinese,Asamoah susuw sɛ agumadi yɛ bere sɛe.,阿萨莫阿认为体育运动是浪费时间。
twi,chinese,Ɔwɔ lɔre kɛse bi.,他有一辆大卡车。
